TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
745.03,1,13,2,28.0,3,231.0,1.0,160.57,3
54.61,1,25,0,58.0,1,160.0,1.0,7135.64,0
54.05,1,21,1,27.0,3,146.0,1.0,469.14,5
107.47,1,2,2,67.0,2,144.0,1.0,7517.5,2
611.11,1,11,0,20.0,3,282.0,4.0,919.84,3
219.63,1,5,0,48.0,0,44.0,1.0,8013.63,6
188.7,1,27,1,45.0,2,123.0,1.0,5077.06,4
93.52,1,30,2,51.0,1,97.0,1.0,2791.2,4
275.92,0,26,1,62.0,2,107.0,1.0,1777.38,4
376.79,1,25,1,68.0,2,265.0,1.0,7749.14,1
8.98,1,11,2,66.0,4,56.0,1.0,4516.76,2
697.32,1,1,2,68.0,2,91.0,1.0,2016.02,2
17.45,2,29,0,18.0,3,88.0,1.0,1959.52,5
302.16,1,18,2,80.0,2,138.0,5.0,3876.61,2
442.74,1,36,1,23.0,3,136.0,1.0,1790.27,5
623.9,1,38,0,27.0,3,249.0,1.0,711.47,5
445.41,1,14,0,35.0,0,235.0,3.0,12154.66,1
63.41,1,13,0,26.0,3,36.0,1.0,1546.22,3
346.85,1,18,0,44.0,0,88.0,1.0,7208.15,0
71.95,0,43,2,59.0,1,53.0,1.0,9267.32,4
7.5,1,9,2,63.0,2,36.0,1.0,6485.78,2
206.46,1,41,0,65.0,2,279.0,1.0,3984.38,1
423.11,1,8,0,60.0,1,47.0,1.0,412.78,0
35.84,0,7,2,54.0,2,172.0,1.0,4795.65,2
88.6,0,33,1,28.0,3,105.0,1.0,246.57,5
1431.3,1,28,0,18.0,3,168.0,1.0,1058.13,5
53.81,0,33,0,55.0,1,37.0,2.0,4737.84,0
22.46,1,27,2,54.0,2,78.0,1.0,6631.5,4
334.89,1,13,2,21.0,3,260.0,1.0,1661.68,3
319.27,0,29,2,54.0,2,59.0,1.0,5504.01,4
144.3,1,28,0,18.0,3,88.0,1.0,312.19,5
348.7,0,14,1,69.0,2,149.0,1.0,2445.58,2
366.21,1,28,0,62.0,0,181.0,1.0,10862.99,6
99.11,1,30,2,55.0,2,12.0,1.0,5414.87,4
539.35,1,25,0,55.0,2,127.0,1.0,3919.44,0
188.99,1,28,1,58.0,1,92.0,1.0,7315.34,4
1416.69,1,26,0,46.0,1,58.0,1.0,3740.73,0
710.14,1,12,0,26.0,3,227.0,1.0,465.63,3
308.68,1,25,2,53.0,0,170.0,1.0,9992.36,6
166.68,1,23,0,57.0,2,139.0,1.0,5141.19,0
0.99,1,20,0,45.0,1,133.0,1.0,4317.85,0
505.19,1,18,0,30.0,0,128.0,5.0,5326.68,0
66.58,1,33,1,23.0,3,79.0,1.0,1636.32,5
223.43,1,9,1,77.0,2,178.0,1.0,7932.41,2
659.95,1,11,2,60.0,1,114.0,1.0,3927.69,2
634.86,1,6,0,27.0,3,45.0,1.0,588.5,3
286.5,0,4,1,30.0,1,60.0,1.0,8517.95,2
322.96,0,30,1,76.0,2,168.0,1.0,2401.59,4
654.48,1,8,1,19.0,3,114.0,1.0,6776.41,3
157.97,1,30,1,48.0,0,140.0,1.0,5529.92,4
120.9,2,40,1,40.0,0,52.0,1.0,9009.42,6
254.77,1,10,1,57.0,1,57.0,1.0,5994.87,2
795.96,1,33,2,65.0,2,119.0,1.0,5468.58,4
149.25,1,29,0,39.0,1,142.0,1.0,5677.52,0
3.42,0,35,3,43.0,0,158.0,1.0,14180.21,6
68.19,0,14,2,40.0,0,189.0,1.0,9895.1,6
493.42,2,3,1,39.0,1,111.0,1.0,2232.84,2
37.57,1,12,0,57.0,2,42.0,1.0,7739.54,0
127.0,0,26,1,19.0,3,68.0,5.0,431.16,5
96.89,1,43,0,59.0,4,53.0,1.0,6044.93,0
448.33,1,1,0,25.0,3,161.0,1.0,922.19,3
1116.48,1,36,0,51.0,1,55.0,1.0,447.53,0
8.65,1,19,2,48.0,0,273.0,1.0,10778.35,1
65.57,1,24,2,41.0,1,82.0,1.0,4737.84,4
539.81,1,37,2,46.0,1,177.0,1.0,2051.25,4
363.53,1,18,0,63.0,2,142.0,1.0,1038.91,0
64.9,0,11,1,51.0,2,72.0,1.0,6854.61,2
358.18,1,4,0,18.0,3,157.0,1.0,619.86,3
167.2,1,35,1,30.0,0,84.0,1.0,11320.83,6
121.91,1,6,1,60.0,0,133.0,1.0,14510.8,6
137.57,1,21,2,54.0,1,70.0,1.0,5103.67,2
534.62,1,28,2,55.0,0,45.0,1.0,13793.53,6
463.92,1,23,2,50.0,1,199.0,1.0,2403.39,4
320.14,1,25,2,60.0,2,96.0,1.0,3075.97,4
214.93,1,0,2,28.0,3,52.0,1.0,7835.4,3
660.02,1,26,1,20.0,3,84.0,1.0,414.43,5
345.81,1,33,1,40.0,1,135.0,1.0,6116.8,4
143.54,1,30,0,71.0,2,80.0,1.0,6067.62,0
42.55,1,39,1,53.0,1,29.0,1.0,7341.43,4
1063.25,0,29,2,21.0,3,128.0,1.0,1240.71,5
541.79,1,23,0,22.0,3,125.0,1.0,1454.08,5
40.57,1,8,1,26.0,3,63.0,1.0,1476.91,3
120.24,1,25,1,18.0,3,131.0,2.0,1943.13,5
498.67,1,24,2,28.0,3,244.0,1.0,1719.97,5
227.22,1,12,0,53.0,0,220.0,1.0,832.82,1
1182.86,1,40,2,30.0,1,34.0,1.0,7696.16,4
56.94,0,5,2,76.0,4,74.0,1.0,7004.63,2
629.82,1,7,3,68.0,2,159.0,1.0,6385.69,2
59.44,1,6,2,35.0,1,176.0,1.0,5472.03,2
186.69,1,27,1,30.0,1,54.0,1.0,8602.22,6
230.46,1,23,2,19.0,3,179.0,1.0,162.53,5
65.09,0,39,2,44.0,1,159.0,1.0,9370.9,4
457.09,0,26,2,55.0,1,63.0,1.0,8570.82,4
552.02,0,6,0,44.0,1,100.0,1.0,522.08,0
377.12,1,15,0,34.0,1,61.0,1.0,836.67,0
204.56,0,36,1,18.0,3,179.0,1.0,364.72,5
420.28,1,42,1,35.0,0,144.0,1.0,8557.32,6
97.09,1,13,0,24.0,3,202.0,4.0,1579.57,3
124.59,1,5,1,27.0,3,171.0,1.0,129.29,3
73.88,1,5,2,39.0,0,34.0,1.0,6474.41,2
77.43,1,33,2,21.0,3,169.0,1.0,4737.84,5
106.16,1,31,0,56.0,0,277.0,4.0,7487.79,1
245.93,1,14,1,54.0,1,172.0,1.0,7986.63,1
622.41,1,16,0,64.0,0,125.0,1.0,7322.01,0
43.73,1,29,0,34.0,0,145.0,1.0,9929.43,6
1282.86,1,2,1,19.0,3,68.0,1.0,1830.98,3
2.03,0,11,0,33.0,1,28.0,1.0,3012.31,0
770.65,1,17,2,31.0,0,137.0,1.0,7198.8,6
260.31,1,2,1,63.0,0,113.0,1.0,10980.38,6
356.1,0,13,1,26.0,3,187.0,1.0,868.35,3
27.07,0,41,1,80.0,2,39.0,1.0,3773.29,4
119.89,1,40,0,67.0,0,60.0,1.0,6697.77,0
106.39,1,41,2,37.0,0,281.0,1.0,9410.99,1
12.04,1,13,2,37.0,1,58.0,1.0,6213.32,2
365.7,1,15,1,21.0,3,115.0,2.0,368.78,3
29.38,0,3,1,28.0,3,63.0,1.0,1663.31,3
319.85,1,10,0,60.0,0,148.0,1.0,711.66,0
350.14,0,20,2,75.0,2,38.0,1.0,2403.25,2
163.94,0,41,1,52.0,2,73.0,1.0,5957.37,4
170.53,1,28,1,24.0,3,58.0,1.0,801.01,5
262.22,0,3,0,40.0,1,136.0,1.0,5711.71,0
41.49,1,0,2,24.0,3,13.0,1.0,928.33,3
121.43,0,34,1,52.0,1,243.0,1.0,7365.28,1
350.46,1,26,1,51.0,2,165.0,1.0,5839.38,4
220.41,0,12,2,26.0,1,155.0,1.0,5116.98,2
33.46,1,39,0,72.0,2,111.0,1.0,3641.07,0
104.79,1,10,0,70.0,0,223.0,1.0,1352.19,1
246.27,1,14,2,29.0,0,141.0,1.0,7299.86,6
48.85,1,9,0,19.0,3,176.0,1.0,1503.56,3
332.0,1,5,0,69.0,2,17.0,1.0,5943.13,0
118.1,1,22,2,54.0,1,167.0,1.0,895.66,4
84.59,0,19,1,67.0,0,10.0,1.0,5669.1,2
295.64,1,17,2,21.0,3,82.0,1.0,1061.96,3
514.33,1,30,1,25.0,3,160.0,1.0,1592.94,5
992.17,1,35,0,43.0,0,112.5,1.0,6215.96,0
94.59,1,42,2,39.0,0,34.0,1.0,6171.89,4
80.43,1,8,1,59.0,2,157.0,1.0,5987.67,2
54.25,1,41,2,68.0,0,37.0,1.0,14783.33,6
178.88,0,9,1,76.0,2,93.0,4.0,4708.29,2
518.85,1,18,2,22.0,3,82.0,1.0,1806.0,3
10.65,1,21,2,54.0,0,161.0,1.0,13240.72,6
198.62,0,40,1,27.0,3,84.0,1.0,1196.07,5
107.03,1,24,1,27.0,3,73.0,1.0,1408.07,5
139.57,1,13,0,19.0,3,263.0,3.0,271.78,3
312.47,1,25,0,49.0,4,148.0,4.0,9419.27,0
346.11,1,9,1,41.0,1,213.0,1.0,9551.64,1
138.06,1,5,1,44.0,1,159.0,1.0,1070.47,2
158.02,1,27,0,49.0,1,120.0,1.0,9374.24,0
830.01,0,6,2,66.0,2,96.0,1.0,4253.18,2
435.5,1,28,0,55.0,4,112.0,1.0,6981.03,0
110.49,1,33,2,57.0,0,48.0,1.0,10483.93,6
329.4,1,10,2,34.0,0,68.0,1.0,9588.07,6
635.4,1,10,0,47.0,0,106.0,1.0,1238.11,0
769.97,1,36,1,22.0,3,23.0,1.0,1244.93,5
175.07,1,7,1,26.0,3,169.0,1.0,1040.25,3
7.31,1,19,1,78.0,2,282.0,1.0,5757.67,1
175.15,1,11,0,27.0,3,32.0,1.0,4737.84,3
32.54,1,28,2,25.0,3,183.0,4.0,1544.88,5
121.82,1,9,2,60.0,0,119.0,1.0,4737.84,2
56.12,1,12,0,30.0,0,102.0,1.0,8839.67,6
424.7,0,24,2,56.0,2,178.0,1.0,6239.89,4
35.16,1,6,1,32.0,1,130.0,1.0,4737.84,2
35.73,1,24,1,65.0,0,87.0,1.0,9073.17,6
3.44,1,13,0,78.0,2,108.0,1.0,7561.33,0
1342.25,0,13,1,21.0,3,235.0,1.0,694.03,3
139.03,0,20,2,50.0,1,81.0,1.0,2276.57,2
254.92,0,35,0,28.0,1,169.0,1.0,2791.12,0
115.11,1,0,2,28.0,1,139.0,1.0,9808.97,2
171.11,1,37,0,57.0,2,171.0,1.0,6324.09,0
168.54,1,28,0,70.0,0,142.0,2.0,13406.0,6
420.76,1,24,1,51.0,2,112.5,1.0,6581.55,4
408.46,1,33,1,64.0,2,28.0,1.0,3140.79,4
1162.42,0,11,2,30.0,0,45.0,1.0,10357.26,6
342.17,0,27,1,21.0,3,247.0,1.0,461.83,5
580.71,1,30,0,53.0,1,95.0,1.0,5670.0,0
821.54,0,1,1,79.0,2,36.0,1.0,4040.32,2
253.47,1,1,1,20.0,3,238.0,1.0,220.51,3
22.81,1,27,2,62.0,2,75.0,1.0,3634.76,4
266.57,0,4,2,39.0,1,96.0,1.0,7180.48,2
374.61,0,23,2,75.0,2,37.0,1.0,1389.71,4
339.35,0,4,0,78.0,2,70.0,1.0,5002.7,0
810.36,1,8,0,20.0,3,67.0,1.0,9239.12,3
9.83,1,22,0,24.0,3,86.0,1.0,666.42,5
135.57,0,4,1,51.0,0,116.0,1.0,11351.64,6
340.05,1,11,0,43.0,1,37.0,1.0,7234.15,0
283.45,1,7,1,27.0,1,127.0,1.0,2049.51,3
100.99,1,27,0,68.0,0,114.0,1.0,8865.27,0
90.88,1,0,1,18.0,3,176.0,1.0,3908.47,3
655.15,1,39,0,26.0,1,264.0,1.0,5587.44,1
320.55,1,25,2,50.0,1,118.0,1.0,438.75,4
41.51,1,31,2,28.0,3,48.0,1.0,609.6,5
71.53,0,17,1,68.0,2,39.0,1.0,2393.73,2
467.13,0,18,1,54.0,2,45.0,1.0,3914.84,2
235.4,1,11,1,28.0,3,70.0,1.0,818.36,3
159.32,1,39,1,18.0,3,100.0,1.0,304.44,5
50.83,0,30,2,30.0,0,48.0,1.0,9553.42,6
56.89,0,15,1,59.0,1,56.0,1.0,3034.67,2
20.22,1,17,0,43.0,1,138.0,1.0,5515.32,0
50.4,1,35,1,36.0,0,84.0,1.0,1677.01,4
73.88,1,20,1,53.0,2,131.0,1.0,4055.55,2
119.61,1,36,0,33.0,0,53.0,1.0,9899.94,6
1241.05,1,24,1,18.0,3,129.0,1.0,756.74,5
116.58,1,33,1,43.0,1,247.0,1.0,2620.74,1
1919.11,1,32,0,30.0,0,161.0,1.0,11090.24,6
391.96,1,43,0,64.0,2,79.0,1.0,2174.16,0
156.26,0,41,1,46.0,1,160.0,1.0,7854.1,4
427.0,0,28,1,49.0,1,163.0,1.0,8253.65,1
443.68,1,40,3,18.0,3,137.0,1.0,874.15,5
101.76,2,30,3,31.0,0,26.0,1.0,6043.25,4
67.57,1,5,1,37.0,1,107.0,1.0,2766.12,2
326.29,1,10,2,56.0,1,179.0,1.0,8171.26,2
158.56,1,34,0,33.0,0,100.0,1.0,5401.21,0
56.02,1,22,2,27.0,3,142.0,1.0,3548.02,5
288.28,2,32,2,27.0,3,36.0,1.0,160.83,5
245.67,0,32,1,24.0,3,107.0,1.0,752.25,5
152.18,0,20,2,39.0,1,176.0,4.0,2459.84,2
114.35,0,12,1,41.0,1,21.0,1.0,469.12,2
373.27,0,24,2,61.0,0,79.0,1.0,8441.61,6
504.63,1,32,2,60.0,1,168.0,1.0,3806.16,4
126.22,1,1,0,46.0,1,77.0,4.0,6133.41,0
820.15,1,18,1,47.0,0,181.0,1.0,8802.97,1
986.81,0,15,2,68.0,0,127.0,1.0,14881.77,6
8.37,1,7,0,63.0,2,135.0,1.0,1106.34,0
197.49,0,14,2,53.0,2,30.0,1.0,5005.33,2
637.97,1,27,1,58.0,2,90.0,1.0,7949.03,4
13.52,1,39,0,26.0,3,65.0,1.0,259.77,5
432.1,1,37,0,49.0,1,240.0,1.0,2114.3,1
375.17,1,13,0,51.0,1,66.0,2.0,5495.3,0
642.68,1,14,1,50.0,0,94.0,1.0,8461.46,6
78.44,0,38,2,52.0,2,292.0,1.0,6870.84,1
139.72,1,22,1,49.0,1,201.0,1.0,5058.83,1
499.99,1,38,1,31.0,1,296.0,1.0,8885.0,1
10.07,1,0,2,24.0,3,49.0,1.0,530.81,3
120.62,1,33,0,23.0,3,85.0,1.0,9379.53,5
578.49,1,26,1,59.0,2,180.0,1.0,6475.13,1
119.3,1,23,1,34.0,1,22.0,5.0,319.04,4
280.92,1,31,2,41.0,0,168.0,1.0,5298.85,4
42.42,1,34,2,21.0,3,102.0,1.0,490.57,5
77.03,1,14,0,67.0,0,259.0,1.0,11310.27,1
22.59,1,39,0,62.0,2,45.0,1.0,3988.75,0
568.76,1,3,0,51.0,2,155.0,1.0,7484.32,0
25.94,0,38,2,58.0,2,211.0,5.0,4815.11,4
105.94,1,28,1,51.0,1,207.0,1.0,5963.1,1
733.29,1,41,0,52.0,0,94.0,5.0,10427.0,6
350.15,0,14,0,21.0,3,195.0,1.0,296.47,3
1151.18,1,18,0,65.0,0,105.0,1.0,1100.06,0
183.67,1,36,2,19.0,3,238.0,1.0,910.26,5
278.27,1,40,1,29.0,0,123.0,1.0,6684.34,4
470.3,1,2,0,40.0,0,88.0,1.0,8524.09,6
261.69,1,30,0,53.0,2,84.0,1.0,5126.65,0
365.04,1,41,1,22.0,3,94.0,1.0,873.89,5
211.1,1,24,1,57.0,2,136.0,1.0,7059.77,4
21.49,1,10,0,58.0,0,240.0,1.0,11991.24,1
63.58,1,8,0,18.0,3,199.0,1.0,8086.04,3
321.86,1,35,0,63.0,0,167.0,1.0,12626.49,6
12.11,1,17,3,75.0,2,127.0,1.0,1730.28,2
642.54,1,25,1,44.0,1,28.0,1.0,3143.17,4
210.45,1,19,0,27.0,3,146.0,1.0,1242.49,3
313.65,0,6,1,55.0,2,173.0,1.0,1886.36,2
99.76,1,34,1,26.0,3,131.0,1.0,416.89,5
115.32,1,10,1,53.0,2,113.0,1.0,5929.08,2
33.61,1,25,2,23.0,3,72.0,1.0,479.08,5
498.59,0,28,2,33.0,0,32.0,1.0,5862.99,4
98.81,1,37,1,27.0,3,91.0,1.0,797.1,5
1.87,1,42,0,65.0,2,147.0,1.0,7287.94,0
78.92,0,17,2,59.0,1,95.0,1.0,5624.86,2
194.29,0,39,1,39.0,1,10.0,1.0,2988.41,4
28.73,1,18,0,53.0,1,185.0,1.0,2712.96,0
105.53,1,7,2,24.0,3,88.0,1.0,1433.66,3
737.34,1,24,2,30.0,0,34.0,1.0,7336.56,6
237.86,1,30,0,18.0,3,210.0,1.0,475.63,5
409.61,1,18,1,65.0,0,89.0,1.0,11698.15,6
75.53,0,14,2,21.0,3,157.0,1.0,1034.35,3
72.75,1,31,0,64.0,0,15.0,1.0,12042.79,6
39.11,1,8,2,26.0,3,143.0,1.0,518.54,3
1309.79,1,37,0,23.0,3,139.0,1.0,1258.93,5
729.38,1,20,0,68.0,0,90.0,1.0,9127.65,6
137.49,1,13,0,34.0,1,50.0,1.0,4471.05,0
504.71,1,11,2,29.0,1,61.0,1.0,6214.54,2
371.47,0,25,1,24.0,3,58.0,1.0,1187.04,5
430.35,1,5,2,36.0,0,205.0,1.0,354.9,2
230.32,1,19,1,35.0,1,56.0,1.0,791.46,2
121.71,1,6,0,52.0,2,140.0,1.0,5878.89,0
98.87,1,11,2,20.0,3,179.0,1.0,533.2,3
117.55,1,14,0,24.0,3,35.0,1.0,897.94,3
244.64,1,40,1,30.0,0,103.0,1.0,9159.56,6
321.93,1,26,0,45.0,1,12.0,1.0,4392.73,0
1092.73,1,8,1,58.0,2,11.0,1.0,1390.98,2
283.23,1,12,2,40.0,1,98.0,1.0,2008.77,2
346.65,1,42,2,30.0,1,60.0,1.0,6356.96,4
381.62,1,19,2,64.0,2,164.0,1.0,6009.12,2
388.65,1,28,0,76.0,2,43.0,1.0,7896.85,0
29.22,1,35,0,24.0,3,151.0,1.0,1649.43,5
46.75,1,7,1,67.0,2,150.0,1.0,2840.43,2
348.64,1,38,2,57.0,2,128.0,1.0,3274.96,4
319.17,1,40,2,73.0,2,81.0,1.0,6501.56,4
73.95,1,18,0,26.0,3,76.0,1.0,363.92,3
389.63,1,23,2,27.0,1,99.0,1.0,9748.48,6
217.61,1,6,0,19.0,3,45.0,1.0,1404.53,3
199.84,1,9,0,21.0,3,150.0,1.0,706.44,3
56.35,1,5,0,44.0,0,75.0,1.0,5095.73,0
248.95,0,37,1,65.0,2,29.0,1.0,3059.79,4
142.58,1,35,0,33.0,1,145.0,1.0,7844.23,0
1020.73,1,13,0,28.0,3,87.0,1.0,1119.61,3
84.34,1,22,2,58.0,2,248.0,3.0,5313.97,1
1607.55,1,31,0,31.0,1,156.0,1.0,6227.99,0
333.78,1,36,0,60.0,2,98.0,1.0,6810.94,0
332.59,1,35,2,55.0,2,143.0,1.0,1457.07,4
236.81,1,28,1,22.0,3,15.0,1.0,813.68,5
417.8,0,30,1,27.0,3,130.0,1.0,1518.82,5
319.27,1,35,0,50.0,0,150.0,1.0,10269.78,6
384.1,1,11,1,42.0,1,172.0,1.0,672.79,2
820.62,0,14,1,61.0,0,158.0,1.0,6024.8,1
474.77,0,16,2,56.0,1,50.0,1.0,2158.59,2
542.72,0,16,1,43.0,0,92.0,1.0,6011.8,6
79.8,1,13,0,73.0,2,76.0,1.0,6372.58,0
46.24,1,36,1,57.0,1,52.0,1.0,2569.56,4
327.8,1,37,0,61.0,0,54.0,1.0,10585.48,6
445.79,1,19,0,52.0,0,161.0,1.0,717.99,0
55.89,1,14,2,72.0,2,150.0,1.0,3689.65,2
158.41,1,34,1,28.0,3,16.0,1.0,1512.16,5
101.19,0,10,2,64.0,0,75.0,1.0,14389.45,6
827.14,1,12,1,36.0,1,265.0,4.0,9800.21,1
61.97,1,31,0,74.0,2,95.0,1.0,7014.69,0
27.21,1,38,0,79.0,2,102.0,1.0,3520.61,0
173.74,1,15,2,80.0,2,64.0,1.0,4913.42,2
176.11,1,38,1,38.0,1,105.0,1.0,9155.35,6
88.4,1,13,2,46.0,1,174.0,1.0,2567.53,2
567.92,1,8,2,53.0,2,14.0,1.0,3779.47,2
138.11,0,31,2,68.0,2,104.0,1.0,4177.65,4
456.93,0,41,1,28.0,1,193.0,1.0,7284.76,1
101.42,1,1,2,66.0,2,146.0,1.0,6530.59,2
300.61,1,12,2,44.0,0,51.0,1.0,7895.54,6
265.94,1,4,2,54.0,1,132.0,1.0,6781.3,2
345.54,1,36,2,29.0,1,50.0,1.0,2091.78,4
411.52,1,20,0,41.0,0,88.0,1.0,11108.39,6
111.21,1,32,1,35.0,0,111.0,1.0,9088.36,6
316.37,1,7,0,53.0,1,86.0,1.0,4671.69,0
260.63,1,13,1,37.0,1,142.0,1.0,7534.73,2
92.36,1,9,0,29.0,1,144.0,1.0,6353.14,0
262.06,1,28,1,63.0,0,118.0,1.0,13587.52,6
64.5,1,10,0,74.0,2,230.0,1.0,1351.24,0
253.55,1,17,0,28.0,1,85.0,5.0,2797.26,0
,0,26,1,21.0,3,125.0,3.0,1222.77,5
175.94,1,16,0,57.0,2,89.0,1.0,3728.04,0
199.47,1,11,2,57.0,0,142.0,1.0,6067.44,2
51.07,1,9,1,63.0,2,133.0,1.0,4292.16,2
435.86,1,17,0,56.0,2,134.0,1.0,3801.82,0
74.73,0,17,1,64.0,2,162.0,1.0,6353.22,2
182.79,0,21,2,23.0,3,14.0,1.0,1251.85,5
628.36,1,2,2,44.0,0,108.0,1.0,11869.71,6
268.39,1,35,2,29.0,0,177.0,1.0,9409.43,6
362.27,1,17,0,80.0,2,47.0,1.0,6003.59,0
560.15,0,22,2,50.0,1,92.0,1.0,817.83,4
351.99,1,6,0,80.0,2,45.0,2.0,3663.64,0
132.36,1,7,1,28.0,3,160.0,1.0,319.65,3
24.77,0,26,2,40.0,1,17.0,1.0,478.23,4
668.67,1,11,2,44.0,0,143.0,4.0,13446.81,6
80.24,0,27,1,53.0,0,58.0,1.0,8012.81,6
8.65,1,23,0,68.0,2,198.0,1.0,4201.22,0
178.91,1,29,0,18.0,3,19.0,1.0,8870.89,5
115.22,1,37,1,27.0,1,108.0,1.0,906.2,5
161.63,1,38,2,46.0,0,276.0,1.0,9286.37,1
542.75,0,26,1,70.0,2,63.0,1.0,2224.08,4
317.47,0,34,2,67.0,0,16.0,1.0,14639.28,6
280.99,1,15,1,45.0,1,29.0,1.0,9733.59,6
24.19,1,36,0,29.0,1,28.0,1.0,2756.2,0
586.85,1,23,0,36.0,0,86.0,1.0,6655.15,0
372.41,1,36,0,55.0,2,143.0,1.0,3233.87,0
,1,14,0,20.0,3,148.0,1.0,1676.57,3
383.69,1,7,2,54.0,1,285.0,1.0,8371.11,1
247.17,0,6,1,65.0,2,149.0,1.0,2611.64,2
48.78,0,18,1,18.0,3,136.0,1.0,552.06,3
4.15,0,29,1,60.0,2,119.0,1.0,6017.36,4
60.99,1,28,1,34.0,1,58.0,1.0,7281.46,6
408.19,1,23,1,26.0,1,241.0,1.0,6847.47,1
524.6,1,12,1,58.0,0,76.0,1.0,13017.7,6
108.96,1,25,0,26.0,3,247.0,1.0,7597.66,1
70.03,1,26,1,63.0,2,49.0,1.0,7330.31,4
124.84,1,21,2,52.0,2,79.0,1.0,6711.78,2
324.04,1,41,0,54.0,2,30.0,1.0,2248.06,0
39.69,1,2,2,70.0,2,163.0,1.0,3524.68,2
157.7,0,29,1,58.0,4,46.0,1.0,8332.58,4
81.27,0,39,2,22.0,3,68.0,1.0,1814.48,5
193.82,1,18,1,37.0,1,176.0,1.0,3886.77,1
16.73,1,43,2,79.0,2,165.0,1.0,7591.13,4
474.05,1,38,0,57.0,2,214.0,1.0,1484.31,0
39.21,1,24,0,66.0,0,245.0,4.0,9385.57,1
637.75,1,9,1,79.0,2,152.0,1.0,4202.92,2
153.59,0,32,1,66.0,2,174.0,1.0,4813.12,4
186.6,1,40,1,18.0,3,139.0,1.0,9716.68,5
644.08,1,1,2,24.0,3,55.0,1.0,1980.62,3
226.66,1,43,1,41.0,0,168.0,1.0,10216.25,6
305.0,1,31,0,22.0,3,222.0,1.0,944.83,5
233.1,0,26,1,42.0,0,37.0,1.0,7469.2,6
793.13,1,22,2,68.0,0,76.0,1.0,13389.16,6
224.19,1,15,0,52.0,0,93.0,1.0,8475.47,6
214.83,0,40,0,23.0,3,63.0,1.0,991.69,5
163.46,0,3,1,63.0,2,111.0,1.0,6953.8,2
194.99,1,17,1,34.0,1,91.0,1.0,1370.03,2
23.4,1,12,0,46.0,0,175.0,4.0,14851.28,6
227.5,1,34,2,34.0,0,277.0,1.0,11505.35,1
259.9,1,28,2,26.0,3,100.0,1.0,914.28,5
59.51,0,9,2,36.0,0,55.0,1.0,9955.88,6
50.63,1,8,2,64.0,2,143.0,1.0,4732.81,2
1074.95,1,17,1,20.0,3,91.0,1.0,530.86,3
112.94,0,35,2,73.0,2,31.0,1.0,3807.84,4
11.81,1,31,0,21.0,3,131.0,1.0,320.25,5
329.14,1,34,1,55.0,0,14.0,1.0,12033.92,6
154.24,1,23,0,61.0,2,82.0,1.0,6109.55,0
233.44,1,6,2,20.0,3,297.0,1.0,1691.88,3
141.8,2,6,0,18.0,3,116.0,1.0,1697.67,3
209.03,1,11,1,55.0,1,126.0,1.0,8359.5,2
1137.63,1,3,0,26.0,3,144.0,1.0,1629.12,3
261.14,1,35,3,42.0,1,162.0,1.0,6100.08,4
101.81,1,13,0,45.0,0,105.0,1.0,13872.03,6
98.71,1,13,0,32.0,0,117.0,1.0,10095.23,6
87.38,1,1,1,21.0,3,252.0,1.0,1504.99,3
83.39,1,29,1,32.0,0,158.0,1.0,13182.11,6
267.55,1,5,2,46.0,1,40.0,1.0,4330.04,2
870.05,1,12,0,29.0,0,39.0,1.0,905.25,0
154.32,0,40,0,38.0,1,112.5,1.0,6972.5,0
164.51,1,21,1,78.0,2,110.0,1.0,3553.69,2
758.12,1,37,0,69.0,2,90.0,1.0,6164.65,0
103.76,1,18,2,28.0,1,188.0,1.0,9626.14,1
583.92,1,18,2,55.0,1,139.0,1.0,6364.14,2
204.06,1,42,2,77.0,2,159.0,1.0,4351.83,4
53.51,1,27,2,56.0,2,165.0,1.0,5773.5,4
1108.46,1,20,1,30.0,1,262.0,1.0,9257.04,1
52.95,0,5,2,68.0,4,14.0,1.0,6335.58,2
120.17,1,32,0,49.0,0,105.0,1.0,5403.79,0
220.8,1,16,2,31.0,1,28.0,1.0,8135.31,2
119.01,1,30,0,45.0,0,87.0,1.0,9798.26,6
183.32,1,33,0,21.0,3,74.0,1.0,137.42,5
858.88,1,17,2,60.0,1,227.0,1.0,7015.46,1
11.46,0,37,2,41.0,1,128.0,1.0,2356.71,4
61.37,1,8,1,75.0,2,164.0,1.0,4294.44,2
103.08,0,25,1,49.0,1,150.0,1.0,9251.38,6
1.21,1,1,1,55.0,2,196.0,1.0,7542.74,2
425.18,0,7,2,26.0,1,172.0,1.0,9880.71,2
60.96,1,7,0,52.0,2,238.0,1.0,6189.24,1
64.21,1,29,0,51.0,0,37.0,1.0,12540.18,6
523.02,1,17,2,53.0,2,83.0,1.0,4586.11,2
50.26,1,19,1,65.0,2,164.0,1.0,1519.38,2
110.08,1,11,1,19.0,3,95.0,1.0,1447.26,3
54.47,0,30,1,23.0,3,34.0,1.0,1131.42,5
79.76,1,18,2,68.0,0,115.0,1.0,10278.75,6
16.79,0,11,2,30.0,0,146.0,1.0,535.15,2
1531.31,1,36,2,18.0,3,62.0,4.0,859.86,5
68.62,1,29,1,29.0,0,157.0,1.0,13891.47,6
,1,27,1,20.0,3,280.0,1.0,1545.77,5
